# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data
1,HS,2699,0:05.428.134,50 ns,1 B,,11,02,   NYET packet,96
0,HS,2700,0:05.428.178,1.625.250 ms,,,,,[14 SOF],
0,HS,2701,0:05.428.144,1.745.600 ms,512 B,,11,02,OUT txn (NYET)   [76 POLL],28 4F 42 5A 44 90 28 2E 24 43 84 02 15 F4 F7 51 28 2A E2 11 A1 15 1B 2C 65 F4 14 15 5A A1 A4 14 3E 12 2B 15 00 4F 41 A1 11 2D 21 15 21 61 A1 3D 21 CF 42 62 62 2D 5A B5 D1 19 72 34 54 82 BF 18 76 28 D1 44 C8 28 9D 41 C3 61 26 2B 44 15 51 11 CC 11 D9 4A F2 B4 97 2F 81 01 DF 58 EA 2A 78 12 D8 11 F4 89 A1 AE 92 AC 74 4B 59 19 24 23 74 49 58 18 2A D8 A2 F4 4B 48 C7 52 AA 48 FA CB 48 D7 52 2E 82 2D 28 1F 18 58 5D 22 4E 12 7F 1A F8 A1 83 42 1B 44 AB 8A 47 72 25 72 41 F1 A1 81 AE 12 25 1A FB 24 25 45 36 12 1F 14 F6 AD 21 2E 82 25 DA 1B F2 A5 25 2E 86 2F 25 D5 82 B2 28 F2 A4 84 4E 48 AB 28 4F 42 E2 42 08 2B 48 43 F9 47 D4 50 11 1B 13 5A 21 F4 24 24 4F 53 B1 52 F1 43 21 1D A1 1E 12 2B 15 25 11 F1 14 14 1E 12 1D 21 17 12 1A 21 D1 11 F2 24 24 47 42 AC 51 1B 1C 72 34 56 A2 9B 68 17 12 00 85 41 64 22 2B 44 45 01 4C 11 98 24 4F 69 F9 12 12 21 8E A1 AE 82 29 D1 13 E4 48 A2 12 24 B5 08 8A 78 42 FA 4B 69 97 12 A6 66 A4 B5 39 2D AA E8 84 54 9B D7 42 47 62 50 99 15 A1 44 2C 74 23 31 21 56 E4 84 24 72 24 96 42 15 79 21 E1 22 49 58 1B DF 52 52 64 12 1F 94 F6 21 21 47 22 A4 BD 21 1F 4A AA 8A 5A E5 84 F6 A8 A4 AA 48 BA 48 A6 22 47 22 25 22 28 78 62 49 D2 13 B8 B1 88 84 F4 24 24 32 48 68 15 61 23 27 24 D0 11 22 23 D4 13 76 21 81 E1 24 D1 1B 94 24 3A E1 A1 D4 1A D4 11 A2 12 2B 15 3D 21 26 A1 11 1E 18 85 51 44 4F 24 34 42 25 F1 11 11 16 58 88 44 8E 82 2B 11 84 4D 25 26 92 12 D0 15 E2 2B D8 A2 11 5B 19 8E 82 F0 49 68 8F 1A 82 78 42 D2 11 F2 8D 25 45 E6 A4 D4 1B D2 55 42 02 27 88 CD 81 4B 44 4E 22 2D 21 88 84 89 A6 28 45 A6 44 28 8E 21 4F
1,HS,2702,0:05.428.144,1.710.133 ms,,,11,02,   [76 PING-NAK],
1,HS,2703,0:05.429.876,433 ns,,,11,02,   PING-ACK,
2,HS,2704,0:05.429.876,66 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,2705,0:05.429.876,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,2706,0:05.429.880,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,2707,0:05.429.881,8.616 us,515 B,,11,02,   DATA1 packet,4B 28 4F 42 5A 44 90 28 2E 24 43 84 02 15 F4 F7 51 28 2A E2 11 A1 15 1B 2C 65 F4 14 15 5A A1 A4 14 3E 12 2B 15 00 4F 41 A1 11 2D 21 15 21 61 A1 3D 21 CF 42 62 62 2D 5A B5 D1 19 72 34 54 82 BF 18 76 28 D1 44 C8 28 9D 41 C3 61 26 2B 44 15 51 11 CC 11 D9 4A F2 B4 97 2F 81 01 DF 58 EA 2A 78 12 D8 11 F4 89 A1 AE 92 AC 74 4B 59 19 24 23 74 49 58 18 2A D8 A2 F4 4B 48 C7 52 AA 48 FA CB 48 D7 52 2E 82 2D 28 1F 18 58 5D 22 4E 12 7F 1A F8 A1 83 42 1B 44 AB 8A 47 72 25 72 41 F1 A1 81 AE 12 25 1A FB 24 25 45 36 12 1F 14 F6 AD 21 2E 82 25 DA 1B F2 A5 25 2E 86 2F 25 D5 82 B2 28 F2 A4 84 4E 48 AB 28 4F 42 E2 42 08 2B 48 43 F9 47 D4 50 11 1B 13 5A 21 F4 24 24 4F 53 B1 52 F1 43 21 1D A1 1E 12 2B 15 25 11 F1 14 14 1E 12 1D 21 17 12 1A 21 D1 11 F2 24 24 47 42 AC 51 1B 1C 72 34 56 A2 9B 68 17 12 00 85 41 64 22 2B 44 45 01 4C 11 98 24 4F 69 F9 12 12 21 8E A1 AE 82 29 D1 13 E4 48 A2 12 24 B5 08 8A 78 42 FA 4B 69 97 12 A6 66 A4 B5 39 2D AA E8 84 54 9B D7 42 47 62 50 99 15 A1 44 2C 74 23 31 21 56 E4 84 24 72 24 96 42 15 79 21 E1 22 49 58 1B DF 52 52 64 12 1F 94 F6 21 21 47 22 A4 BD 21 1F 4A AA 8A 5A E5 84 F6 A8 A4 AA 48 BA 48 A6 22 47 22 25 22 28 78 62 49 D2 13 B8 B1 88 84 F4 24 24 32 48 68 15 61 23 27 24 D0 11 22 23 D4 13 76 21 81 E1 24 D1 1B 94 24 3A E1 A1 D4 1A D4 11 A2 12 2B 15 3D 21 26 A1 11 1E 18 85 51 44 4F 24 34 42 25 F1 11 11 16 58 88 44 8E 82 2B 11 84 4D 25 26 92 12 D0 15 E2 2B D8 A2 11 5B 19 8E 82 F0 49 68 8F 1A 82 78 42 D2 11 F2 8D 25 45 E6 A4 D4 1B D2 55 42 02 27 88 CD 81 4B 44 4E 22 2D 21 88 84 89 A6 28 45 A6 44 28 8E 21 4F DD D1
1,HS,2708,0:05.429.890,33 ns,1 B,,11,02,   NYET packet,96
0,HS,2709,0:05.429.928,1.625.250 ms,,,,,[14 SOF],
0,HS,2710,0:05.430.118,1.545.400 ms,512 B,,11,02,OUT txn (NYET)   [67 POLL],28 21 94 23 4F 58 FA 84 86 80 52 19 24 4E 48 89 32 84 2C B8 52 F5 42 68 81 45 56 A2 8B 64 45 44 56 22 88 49 F8 32 74 2C B2 22 62 18 48 68 00 29 D4 13 86 42 32 42 2D 21 1F 12 22 02 15 71 21 01 2C 51 91 1D 25 3E 14 16 FA 4B 48 28 2E 12 1A D1 81 62 12 1A A1 11 94 45 E4 64 D4 22 44 A1 11 12 00 8E 82 2B 11 31 4D 25 2E 12 23 51 1B 28 32 24 25 09 AA 58 82 1F 94 94 29 45 C6 48 AF 84 C6 21 45 44 B8 4A D6 45 52 24 50 91 91 45 C4 62 39 52 11 16 B8 48 86 72 84 A4 44 1D 21 19 52 64 AC D4 19 F2 88 A5 4F 68 88 51 91 40 E2 A4 54 1B 1D 85 43 A8 55 84 85 44 F2 42 48 A1 10 04 2D 81 4C F8 C9 56 24 3D 21 12 1A 21 54 44 12 1A 71 41 41 61 21 2B 11 42 20 A1 11 35 71 21 A1 11 2C D1 93 32 25 1E 14 1A 54 83 14 47 41 84 B5 48 01 2F A1 51 93 55 14 24 54 11 1E 11 1E 48 80 A2 11 48 F0 85 85 8E 82 2B 11 91 54 92 8C 74 41 59 18 24 21 1F 14 76 24 B1 14 C9 48 B1 4D 25 45 14 12 73 2C 44 52 22 13 58 4C 41 48 33 D8 11 A8 11 4A 24 52 44 25 3A 49 AE 84 47 28 25 5A 1B 4F 58 EA 2A 38 12 19 92 2C 26 12 92 63 5F 58 F2 24 82 23 94 22 28 4F 4A 08 28 4D 24 26 12 02 82 37 66 24 21 22 1A 21 D4 44 22 A2 11 42 1F 12 22 F2 12 52 2D 41 00 1E 12 1D 21 17 12 1E 12 2D 12 9D 21 47 52 4B 11 56 02 14 47 21 25 5A 18 11 24 1A 11 58 54 44 29 04 1F 11 21 71 48 08 12 60 84 8A A8 88 2B 51 21 17 58 1A 68 24 B9 74 81 A1 88 24 8B 44 5C E2 41 31 42 15 31 21 45 F6 42 42 15 D9 11 02 24 25 08 4F 44 24 A4 22 11 12 4A 84 52 64 25 1A 98 24 4F 41 08 25 F8 A1 84 4F 4A 28 51 82 1D 24 43 02 90 A1 A2 29 A4 44 4D 24 4F 4A 08 4A D4 44 22 02 20 F8 28 51 28 1F 12 32 31 42 4A D6 44 22 23 F4 41
1,HS,2711,0:05.430.118,1.510.433 ms,,,11,02,   [67 PING-NAK],
1,HS,2712,0:05.431.651,433 ns,,,11,02,   PING-ACK,
2,HS,2713,0:05.431.651,83 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,2714,0:05.431.652,33 ns,1 B,,11,02,      ACK packet,D2
1,HS,2715,0:05.431.654,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,2716,0:05.431.655,8.616 us,515 B,,11,02,   DATA0 packet,C3 28 21 94 23 4F 58 FA 84 86 80 52 19 24 4E 48 89 32 84 2C B8 52 F5 42 68 81 45 56 A2 8B 64 45 44 56 22 88 49 F8 32 74 2C B2 22 62 18 48 68 00 29 D4 13 86 42 32 42 2D 21 1F 12 22 02 15 71 21 01 2C 51 91 1D 25 3E 14 16 FA 4B 48 28 2E 12 1A D1 81 62 12 1A A1 11 94 45 E4 64 D4 22 44 A1 11 12 00 8E 82 2B 11 31 4D 25 2E 12 23 51 1B 28 32 24 25 09 AA 58 82 1F 94 94 29 45 C6 48 AF 84 C6 21 45 44 B8 4A D6 45 52 24 50 91 91 45 C4 62 39 52 11 16 B8 48 86 72 84 A4 44 1D 21 19 52 64 AC D4 19 F2 88 A5 4F 68 88 51 91 40 E2 A4 54 1B 1D 85 43 A8 55 84 85 44 F2 42 48 A1 10 04 2D 81 4C F8 C9 56 24 3D 21 12 1A 21 54 44 12 1A 71 41 41 61 21 2B 11 42 20 A1 11 35 71 21 A1 11 2C D1 93 32 25 1E 14 1A 54 83 14 47 41 84 B5 48 01 2F A1 51 93 55 14 24 54 11 1E 11 1E 48 80 A2 11 48 F0 85 85 8E 82 2B 11 91 54 92 8C 74 41 59 18 24 21 1F 14 76 24 B1 14 C9 48 B1 4D 25 45 14 12 73 2C 44 52 22 13 58 4C 41 48 33 D8 11 A8 11 4A 24 52 44 25 3A 49 AE 84 47 28 25 5A 1B 4F 58 EA 2A 38 12 19 92 2C 26 12 92 63 5F 58 F2 24 82 23 94 22 28 4F 4A 08 28 4D 24 26 12 02 82 37 66 24 21 22 1A 21 D4 44 22 A2 11 42 1F 12 22 F2 12 52 2D 41 00 1E 12 1D 21 17 12 1E 12 2D 12 9D 21 47 52 4B 11 56 02 14 47 21 25 5A 18 11 24 1A 11 58 54 44 29 04 1F 11 21 71 48 08 12 60 84 8A A8 88 2B 51 21 17 58 1A 68 24 B9 74 81 A1 88 24 8B 44 5C E2 41 31 42 15 31 21 45 F6 42 42 15 D9 11 02 24 25 08 4F 44 24 A4 22 11 12 4A 84 52 64 25 1A 98 24 4F 41 08 25 F8 A1 84 4F 4A 28 51 82 1D 24 43 02 90 A1 A2 29 A4 44 4D 24 4F 4A 08 4A D4 44 22 02 20 F8 28 51 28 1F 12 32 31 42 4A D6 44 22 23 F4 41 D0 C4
1,HS,2717,0:05.431.664,33 ns,1 B,,11,02,   NYET packet,96
0,HS,2718,0:05.431.678,1.750.266 ms,,,,,[15 SOF],
0,HS,2719,0:05.431.679,1.759.516 ms,512 B,,11,02,OUT txn (NYET)   [76 POLL],41 60 21 25 92 23 22 16 A2 44 1F 14 26 02 5E 42 3F 14 14 05 58 31 14 18 5A 85 C4 81 1A 11 42 71 24 A4 54 50 12 14 4A 85 04 A0 44 48 14 24 90 41 45 A5 98 00 1C 02 42 4A 44 F1 34 96 42 2B 64 CD 25 47 42 4A A4 64 C7 42 26 02 33 D8 11 B8 44 A4 61 17 88 2A A8 15 68 22 26 A4 44 3B 24 1F 5A F8 24 12 4A 84 D2 54 E2 2A 08 19 12 48 A2 44 39 22 88 08 2B 64 50 64 2F 24 A4 64 45 54 64 25 22 A8 88 6F AD 01 9D 21 26 25 B4 42 F4 24 25 22 42 4A 24 02 2C D4 12 22 42 12 D2 11 02 24 27 A1 14 95 05 4E 12 10 88 A1 11 48 81 1E 12 48 70 2C A4 44 10 48 A4 14 2B 44 85 81 21 A4 44 81 D0 82 94 42 A0 98 80 02 AA 28 A4 64 2A F2 34 14 29 C4 28 22 47 42 4A C4 28 A8 22 48 20 FA 44 54 5A F2 28 28 26 24 B5 42 D2 54 22 E2 24 84 92 24 47 42 4A C4 68 26 A4 8A 12 25 18 11 84 04 88 86 14 02 40 12 B2 42 84 48 92 42 23 A8 8A 8F 7B 03 21 13 01 24 41 12 10 03 12 80 14 A1 12 C0 21 00 21 00 64 21 25 01 41 D0 11 84 C8 12 84 13 A4 22 4C 25 54 81 40 48 42 31 24 84 11 00 70 42 71 88 04 42 85 A9 22 24 42 2D 21 28 18 84 31 2A 12 04 35 38 28 00 14 83 92 14 10 01 4D 48 40 05 D0 18 14 28 C2 42 87 14 80 48 C2 21 00 10 33 24 45 04 11 22 00 28 45 04 00 49 F2 9B A8 70 88 51 41 48 23 44 01 48 42 19 02 2D 42 14 1B 22 10 02 11 40 52 98 11 41 48 84 11 10 42 98 81 90 42 84 17 42 58 23 14 58 41 50 82 54 41 40 18 81 11 12 18 21 38 12 90 81 82 20 94 81 49 01 81 1D 84 82 00 19 22 18 52 88 13 8A 01 8B 22 15 04 27 84 2E 21 43 88 14 78 21 94 14 21 85 B8 21 0A 23 01 1D 84 82 29 24 14 01 21 00 82 25 42 01 82 25 A2 84 A6 F4 24 23 24 3E 29 1B 18 4B 63 8F A4 E1 63 92 15 2F 63 F6 48 19
1,HS,2720,0:05.431.679,1.712.916 ms,,,11,02,   [76 PING-NAK],
1,HS,2721,0:05.433.413,433 ns,,,11,02,   PING-ACK,
2,HS,2722,0:05.433.413,83 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,2723,0:05.433.413,33 ns,1 B,,11,02,      ACK packet,D2
1,HS,2724,0:05.433.429,83 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,2725,0:05.433.429,8.616 us,515 B,,11,02,   DATA1 packet,4B 41 60 21 25 92 23 22 16 A2 44 1F 14 26 02 5E 42 3F 14 14 05 58 31 14 18 5A 85 C4 81 1A 11 42 71 24 A4 54 50 12 14 4A 85 04 A0 44 48 14 24 90 41 45 A5 98 00 1C 02 42 4A 44 F1 34 96 42 2B 64 CD 25 47 42 4A A4 64 C7 42 26 02 33 D8 11 B8 44 A4 61 17 88 2A A8 15 68 22 26 A4 44 3B 24 1F 5A F8 24 12 4A 84 D2 54 E2 2A 08 19 12 48 A2 44 39 22 88 08 2B 64 50 64 2F 24 A4 64 45 54 64 25 22 A8 88 6F AD 01 9D 21 26 25 B4 42 F4 24 25 22 42 4A 24 02 2C D4 12 22 42 12 D2 11 02 24 27 A1 14 95 05 4E 12 10 88 A1 11 48 81 1E 12 48 70 2C A4 44 10 48 A4 14 2B 44 85 81 21 A4 44 81 D0 82 94 42 A0 98 80 02 AA 28 A4 64 2A F2 34 14 29 C4 28 22 47 42 4A C4 28 A8 22 48 20 FA 44 54 5A F2 28 28 26 24 B5 42 D2 54 22 E2 24 84 92 24 47 42 4A C4 68 26 A4 8A 12 25 18 11 84 04 88 86 14 02 40 12 B2 42 84 48 92 42 23 A8 8A 8F 7B 03 21 13 01 24 41 12 10 03 12 80 14 A1 12 C0 21 00 21 00 64 21 25 01 41 D0 11 84 C8 12 84 13 A4 22 4C 25 54 81 40 48 42 31 24 84 11 00 70 42 71 88 04 42 85 A9 22 24 42 2D 21 28 18 84 31 2A 12 04 35 38 28 00 14 83 92 14 10 01 4D 48 40 05 D0 18 14 28 C2 42 87 14 80 48 C2 21 00 10 33 24 45 04 11 22 00 28 45 04 00 49 F2 9B A8 70 88 51 41 48 23 44 01 48 42 19 02 2D 42 14 1B 22 10 02 11 40 52 98 11 41 48 84 11 10 42 98 81 90 42 84 17 42 58 23 14 58 41 50 82 54 41 40 18 81 11 12 18 21 38 12 90 81 82 20 94 81 49 01 81 1D 84 82 00 19 22 18 52 88 13 8A 01 8B 22 15 04 27 84 2E 21 43 88 14 78 21 94 14 21 85 B8 21 0A 23 01 1D 84 82 29 24 14 01 21 00 82 25 42 01 82 25 A2 84 A6 F4 24 23 24 3E 29 1B 18 4B 63 8F A4 E1 63 92 15 2F 63 F6 48 19 F6 F1
1,HS,2726,0:05.433.438,33 ns,1 B,,11,02,   NYET packet,96
0,HS,2727,0:05.433.553,1.625.250 ms,,,,,[14 SOF],
0,HS,2728,0:05.433.459,1.754.916 ms,512 B,,11,02,OUT txn (NYET)   [74 POLL],3F 43 92 14 2F 21 F4 48 19 1F 43 BE C4 F1 12 66 8F 94 F1 33 E6 4F 8C F1 12 62 CF 94 F1 31 E4 CF 8C F1 32 62 8F 94 F1 31 E4 CF 8C F1 32 62 8F 94 F1 23 26 CF 88 71 12 F6 48 99 3F 48 92 4C 27 65 3E E9 3F 88 B1 34 F6 48 1A 3E A6 DB 18 2F 21 FC CC 19 3F 42 FE CC 18 2F 23 FC 48 19 3F 63 FA 84 18 2F 23 74 48 F9 23 E4 CF 88 F1 12 42 C7 94 1F 62 BA CC F1 12 C2 87 94 1F 62 FE CC 18 2F 61 74 4C F9 21 64 4B 18 27 69 CF 94 F8 C3 24 49 74 D2 E6 92 BE 83 B1 14 7C C8 EA 62 BA 85 F1 12 42 87 9C 3F 42 BA 84 F1 12 C6 C7 94 1F 42 BA 84 F1 12 66 C7 94 1F 42 FE 8C 18 2F 63 76 C8 F9 21 E4 4B 1C 2F 23 FE CC 18 2F 42 FE CC 18 2F 63 76 48 E8 42 B6 84 71 32 F6 4C 88 CE 24 5F AF 04 AA AA 18 80 E1 22 82 41 86 21 82 01 4A 81 84 41 84 31 22 84 21 CD 18 30 48 68 8C 21 13 08 8C 11 12 58 42 85 18 12 28 A4 61 21 D0 88 21 12 88 78 C4 18 22 C4 42 81 27 21 20 52 88 21 84 40 48 32 48 C8 42 2C 64 84 48 83 84 04 82 30 42 49 64 4C 48 21 1A 28 48 02 20 18 32 84 4C 08 00 40 A8 42 81 22 82 2A 2C AC 82 4B 1C 2B 82 E0 42 24 24 02 26 14 04 BB 85 00 00 00 1C 01 00 00 14 10 04 00 20 02 00 00 44 00 00 00 00 00 00 00 00 24 00 00 00 00 00 18 28 00 00 00 00 00 00 00 40 04 00 00 00 84 00 44 00 00 00 20 81 01 00 00 00 00 00 40 F1 5B D7 44 1C 08 98 48 12 42 69 91 62 11 81 90 82 21 DD 42 1E 66 C9 76 16 02 24 19 A6 21 17 C1 24 41 4D 53 90 22 12 46 38 11 30 13 3C 64 12 29 04 8A 44 A5 42 85 28 C4 96 85 08 29 F4 61 28 2D 48 4D 19 42 8D 48 12 D0 28 C2 23 8D A4 25 1C D4 24 E8 44 D2 26 14 34 24 5F 84 C2 44 44 81 41 C9 D8 14 54 41 1D 12 22 4E 14 88 8A B1 24 18 B8 22 D2 A1 69
1,HS,2729,0:05.433.459,1.712.033 ms,,,11,02,   [74 PING-NAK],
1,HS,2730,0:05.435.202,416 ns,,,11,02,   PING-ACK,
2,HS,2731,0:05.435.202,66 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,2732,0:05.435.202,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,2733,0:05.435.205,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,2734,0:05.435.205,8.666 us,515 B,,11,02,   DATA0 packet,C3 3F 43 92 14 2F 21 F4 48 19 1F 43 BE C4 F1 12 66 8F 94 F1 33 E6 4F 8C F1 12 62 CF 94 F1 31 E4 CF 8C F1 32 62 8F 94 F1 31 E4 CF 8C F1 32 62 8F 94 F1 23 26 CF 88 71 12 F6 48 99 3F 48 92 4C 27 65 3E E9 3F 88 B1 34 F6 48 1A 3E A6 DB 18 2F 21 FC CC 19 3F 42 FE CC 18 2F 23 FC 48 19 3F 63 FA 84 18 2F 23 74 48 F9 23 E4 CF 88 F1 12 42 C7 94 1F 62 BA CC F1 12 C2 87 94 1F 62 FE CC 18 2F 61 74 4C F9 21 64 4B 18 27 69 CF 94 F8 C3 24 49 74 D2 E6 92 BE 83 B1 14 7C C8 EA 62 BA 85 F1 12 42 87 9C 3F 42 BA 84 F1 12 C6 C7 94 1F 42 BA 84 F1 12 66 C7 94 1F 42 FE 8C 18 2F 63 76 C8 F9 21 E4 4B 1C 2F 23 FE CC 18 2F 42 FE CC 18 2F 63 76 48 E8 42 B6 84 71 32 F6 4C 88 CE 24 5F AF 04 AA AA 18 80 E1 22 82 41 86 21 82 01 4A 81 84 41 84 31 22 84 21 CD 18 30 48 68 8C 21 13 08 8C 11 12 58 42 85 18 12 28 A4 61 21 D0 88 21 12 88 78 C4 18 22 C4 42 81 27 21 20 52 88 21 84 40 48 32 48 C8 42 2C 64 84 48 83 84 04 82 30 42 49 64 4C 48 21 1A 28 48 02 20 18 32 84 4C 08 00 40 A8 42 81 22 82 2A 2C AC 82 4B 1C 2B 82 E0 42 24 24 02 26 14 04 BB 85 00 00 00 1C 01 00 00 14 10 04 00 20 02 00 00 44 00 00 00 00 00 00 00 00 24 00 00 00 00 00 18 28 00 00 00 00 00 00 00 40 04 00 00 00 84 00 44 00 00 00 20 81 01 00 00 00 00 00 40 F1 5B D7 44 1C 08 98 48 12 42 69 91 62 11 81 90 82 21 DD 42 1E 66 C9 76 16 02 24 19 A6 21 17 C1 24 41 4D 53 90 22 12 46 38 11 30 13 3C 64 12 29 04 8A 44 A5 42 85 28 C4 96 85 08 29 F4 61 28 2D 48 4D 19 42 8D 48 12 D0 28 C2 23 8D A4 25 1C D4 24 E8 44 D2 26 14 34 24 5F 84 C2 44 44 81 41 C9 D8 14 54 41 1D 12 22 4E 14 88 8A B1 24 18 B8 22 D2 A1 69 D9 31
1,HS,2735,0:05.435.214,50 ns,1 B,,11,02,   NYET packet,96
0,HS,2736,0:05.435.303,1.625.250 ms,,,,,[14 SOF],
0,HS,2737,0:05.435.224,1.760.600 ms,512 B,,11,02,OUT txn (NYET)   [76 POLL],42 43 28 7A 28 E8 52 08 11 F1 87 C8 44 88 87 44 6C 18 94 42 4D 48 49 51 2A 00 40 52 24 51 3E 35 4C 31 44 42 80 84 61 18 12 42 24 82 46 02 90 42 41 27 26 62 00 68 12 84 21 21 2F 34 51 81 21 00 13 11 12 41 01 31 60 28 00 00 47 18 24 95 A2 42 26 18 82 81 1C 02 81 10 E3 22 28 51 8C 44 4C 32 42 41 63 D2 C1 84 44 04 44 54 46 C8 45 24 F0 41 24 88 82 40 22 74 A4 11 43 02 24 43 98 11 21 27 88 50 84 30 44 1C 08 F0 44 18 16 48 0A 40 C2 82 24 81 7F 37 06 11 81 D2 40 82 54 42 2D 22 15 48 02 98 25 58 25 4E 18 41 16 06 44 31 25 61 53 45 18 14 04 11 23 73 48 88 C2 28 27 21 48 25 81 14 84 94 21 48 85 2A C4 58 21 00 1C E4 82 54 85 21 87 94 18 A4 8C 02 AD 24 41 21 86 C2 48 45 02 88 28 41 3D 28 82 30 98 4F 12 02 6D 11 62 18 D0 28 31 A4 81 26 CC 18 26 74 81 E4 42 3A 88 93 12 18 11 6D 58 89 91 81 81 44 61 29 04 4B 22 21 30 14 00 4C 38 14 CF 28 49 08 28 45 92 24 11 21 43 91 42 2A 44 11 72 84 91 1C 8A 44 A2 18 14 25 02 2C 57 41 9E 46 42 50 28 1B 21 C9 44 62 58 29 D1 88 05 21 44 C4 56 52 24 18 22 84 69 95 12 24 47 84 47 32 5C 69 21 C6 72 28 94 21 44 81 85 13 28 A8 48 B7 28 83 14 F1 C8 24 25 6A 84 17 44 83 08 23 14 9A C8 42 4C C4 48 41 2C 01 10 61 C1 29 44 02 8F 24 68 24 C3 62 44 36 85 62 41 89 08 84 20 08 C0 18 84 90 32 60 48 60 44 F0 34 54 5C 13 D2 24 04 48 58 24 42 40 2C 01 24 86 11 DD 48 04 D0 C1 49 01 85 18 13 5C 78 44 80 78 A2 09 15 52 61 8A 74 29 62 A1 14 21 54 25 09 C9 24 98 88 55 48 22 71 28 C8 85 89 81 54 28 82 21 29 48 91 41 A1 4B 41 45 C1 D4 84 82 24 E0 14 31 88 81 42 26 92 14 82 40 74 81 98 44 18 8E 2C 8A 12 74 11 84 01 82
1,HS,2738,0:05.435.224,1.726.766 ms,,,11,02,   [76 PING-NAK],
1,HS,2739,0:05.436.972,450 ns,,,11,02,   PING-ACK,
2,HS,2740,0:05.436.972,83 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,2741,0:05.436.973,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,2742,0:05.436.975,83 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,2743,0:05.436.976,8.616 us,515 B,,11,02,   DATA1 packet,4B 42 43 28 7A 28 E8 52 08 11 F1 87 C8 44 88 87 44 6C 18 94 42 4D 48 49 51 2A 00 40 52 24 51 3E 35 4C 31 44 42 80 84 61 18 12 42 24 82 46 02 90 42 41 27 26 62 00 68 12 84 21 21 2F 34 51 81 21 00 13 11 12 41 01 31 60 28 00 00 47 18 24 95 A2 42 26 18 82 81 1C 02 81 10 E3 22 28 51 8C 44 4C 32 42 41 63 D2 C1 84 44 04 44 54 46 C8 45 24 F0 41 24 88 82 40 22 74 A4 11 43 02 24 43 98 11 21 27 88 50 84 30 44 1C 08 F0 44 18 16 48 0A 40 C2 82 24 81 7F 37 06 11 81 D2 40 82 54 42 2D 22 15 48 02 98 25 58 25 4E 18 41 16 06 44 31 25 61 53 45 18 14 04 11 23 73 48 88 C2 28 27 21 48 25 81 14 84 94 21 48 85 2A C4 58 21 00 1C E4 82 54 85 21 87 94 18 A4 8C 02 AD 24 41 21 86 C2 48 45 02 88 28 41 3D 28 82 30 98 4F 12 02 6D 11 62 18 D0 28 31 A4 81 26 CC 18 26 74 81 E4 42 3A 88 93 12 18 11 6D 58 89 91 81 81 44 61 29 04 4B 22 21 30 14 00 4C 38 14 CF 28 49 08 28 45 92 24 11 21 43 91 42 2A 44 11 72 84 91 1C 8A 44 A2 18 14 25 02 2C 57 41 9E 46 42 50 28 1B 21 C9 44 62 58 29 D1 88 05 21 44 C4 56 52 24 18 22 84 69 95 12 24 47 84 47 32 5C 69 21 C6 72 28 94 21 44 81 85 13 28 A8 48 B7 28 83 14 F1 C8 24 25 6A 84 17 44 83 08 23 14 9A C8 42 4C C4 48 41 2C 01 10 61 C1 29 44 02 8F 24 68 24 C3 62 44 36 85 62 41 89 08 84 20 08 C0 18 84 90 32 60 48 60 44 F0 34 54 5C 13 D2 24 04 48 58 24 42 40 2C 01 24 86 11 DD 48 04 D0 C1 49 01 85 18 13 5C 78 44 80 78 A2 09 15 52 61 8A 74 29 62 A1 14 21 54 25 09 C9 24 98 88 55 48 22 71 28 C8 85 89 81 54 28 82 21 29 48 91 41 A1 4B 41 45 C1 D4 84 82 24 E0 14 31 88 81 42 26 92 14 82 40 74 81 98 44 18 8E 2C 8A 12 74 11 84 01 82 E4 38
1,HS,2744,0:05.436.985,50 ns,1 B,,11,02,   NYET packet,96
0,HS,2745,0:05.437.054,1.625.250 ms,,,,,[14 SOF],
