# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data
2,HS,85,0:04.914.672,83 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,86,0:04.914.673,33 ns,1 B,,11,02,      ACK packet,D2
1,HS,87,0:04.914.675,83 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,88,0:04.914.676,8.616 us,515 B,,11,02,   DATA0 packet,C3 00 00 00 00 00 00 04 04 04 04 00 00 00 00 00 00 00 00 00 00 00 00 10 10 10 10 04 04 04 04 00 00 00 00 00 00 00 00 A8 A8 A8 A8 8C 8C 8C 8C 00 00 00 00 88 88 88 88 10 10 10 10 60 60 60 60 00 00 00 00 24 24 24 24 04 04 04 04 04 04 04 04 04 04 04 04 14 14 14 14 16 16 16 16 10 10 10 10 10 10 10 10 10 10 10 10 14 14 14 14 04 04 04 04 00 00 00 00 04 04 04 04 10 10 10 10 10 10 10 10 00 00 00 00 12 12 12 12 00 00 00 00 00 00 00 00 08 08 08 08 00 00 00 00 00 00 00 00 00 00 00 00 10 10 10 10 00 00 00 00 00 00 00 00 00 00 00 00 BE BE BE BE A4 A4 A4 A4 00 00 00 00 A4 A4 A4 A4 40 40 40 40 40 40 40 40 00 00 00 00 48 48 48 48 18 18 18 18 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 08 02 02 02 02 00 00 00 00 10 10 10 10 18 18 18 18 18 18 18 18 10 10 10 10 18 18 18 18 10 10 10 10 02 02 02 02 00 00 00 00 00 00 00 00 10 10 10 10 10 10 10 10 2C 2C 2C 2C 10 10 10 10 00 00 00 00 00 00 00 00 00 00 00 00 04 04 04 04 00 00 00 00 00 00 00 00 08 08 08 08 04 04 04 04 02 02 02 02 00 00 00 00 C0 C0 C0 C0 62 62 62 62 00 00 00 00 4C 4C 4C 4C 0D 0D 0D 0D 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 1C 1C 1C 1C 10 10 10 10 00 00 00 00 12 12 12 12 0E 0E 0E 0E 0E 0E 0E 0E 02 02 02 02 0C 0C 0C 0C 00 00 00 00 02 02 02 02 00 00 00 00 02 02 02 02 00 00 00 00 00 00 00 00 08 08 08 08 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0C 0C 0C 0C 04 04 04 04 00 00 00 00 04 04 04 04 40 40 40 40 40 40 40 40 00 00 00 00 C8 C8 C8 C8 38 38 38 38 A8 A8 A8 A8 08 08 08 08 A8 A8 A8 A8 08 08 08 08 00 00 00 00 00 00 00 00 00 00 00 00 1A 1A 56 AC
1,HS,89,0:04.914.685,33 ns,1 B,,11,02,   NYET packet,96
0,HS,90,0:04.914.746,1.625.250 ms,,,,,[14 SOF],
0,HS,91,0:04.914.706,1.743.483 ms,512 B,,11,02,OUT txn (NYET)   [73 POLL],1A 1A 8A 8A 8A 8A 80 80 80 80 88 88 88 88 00 00 00 00 80 80 80 80 00 00 00 00 10 10 10 10 10 10 10 10 10 10 10 10 1C 1C 1C 1C 90 90 90 90 10 10 10 10 00 00 00 00 00 00 00 00 0C 0C 0C 0C 10 10 10 10 10 10 10 10 03 03 03 03 1C 1C 1C 1C 00 00 00 00 00 00 00 00 03 03 03 03 40 40 40 40 00 00 00 00 8C 8C 8C 8C 1C 1C 1C 1C 8C 8C 8C 8C 0C 0C 0C 0C 8C 8C 8C 8C 3C 3C 3C 3C 20 20 20 20 00 00 00 00 20 20 20 20 0E 0E 0E 0E 8C 8C 8C 8C 80 80 80 80 8C 8C 8C 8C 13 13 13 13 80 80 80 80 03 03 03 03 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 90 90 90 90 10 10 10 10 10 10 10 10 13 13 13 13 2B 2B 2B 2B C2 C2 C2 C2 00 00 00 00 13 13 13 13 13 13 13 13 03 03 03 03 0C 0C 0C 0C 0C 0C 0C 0C 10 10 10 10 1C 1C 1C 1C 20 20 20 20 50 50 50 50 00 00 00 00 80 80 80 80 02 02 02 02 80 80 80 80 00 00 00 00 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 11 11 11 A1 A1 A1 A1 80 80 80 80 81 81 81 81 00 00 00 00 80 80 80 80 00 00 00 00 00 00 00 00 12 12 12 12 00 00 00 00 06 06 06 06 00 00 00 00 02 02 02 02 00 00 00 00 00 00 00 00 14 14 14 14 10 10 10 10 10 10 10 10 9A 9A 9A 9A 9E 9E 9E 9E 12 12 12 12 0A 0A 0A 0A 00 00 00 00 C0 C0 C0 C0 90 90 90 90 94 94 94 94 85 85 85 85 94 94 94 94 84 84 84 84 84 84 84 84 87 87 87 87 80 80 80 80 80 80 80 80 80 80 80 80 84 84 84 84 84 84 84 84 80 80 80 80 84 84 84 84 80 80 80 80 A0 A0 A0 A0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 08 08 08 08 80 80 80 80 13 13 13 13 10 10 10 10 03 03 03 03 18 18 18 18 03 03 03 03 00 00 00 00 00 00 00 00 0C 0C 0C 0C 00 00 00 00 00 00 00 00 03 03 03 03 43 43
1,HS,92,0:04.914.706,1.709.616 ms,,,11,02,   [73 PING-NAK],
1,HS,93,0:04.916.437,433 ns,,,11,02,   PING-ACK,
2,HS,94,0:04.916.437,83 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,95,0:04.916.438,33 ns,1 B,,11,02,      ACK packet,D2
1,HS,96,0:04.916.440,83 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,97,0:04.916.441,8.616 us,515 B,,11,02,   DATA1 packet,4B 1A 1A 8A 8A 8A 8A 80 80 80 80 88 88 88 88 00 00 00 00 80 80 80 80 00 00 00 00 10 10 10 10 10 10 10 10 10 10 10 10 1C 1C 1C 1C 90 90 90 90 10 10 10 10 00 00 00 00 00 00 00 00 0C 0C 0C 0C 10 10 10 10 10 10 10 10 03 03 03 03 1C 1C 1C 1C 00 00 00 00 00 00 00 00 03 03 03 03 40 40 40 40 00 00 00 00 8C 8C 8C 8C 1C 1C 1C 1C 8C 8C 8C 8C 0C 0C 0C 0C 8C 8C 8C 8C 3C 3C 3C 3C 20 20 20 20 00 00 00 00 20 20 20 20 0E 0E 0E 0E 8C 8C 8C 8C 80 80 80 80 8C 8C 8C 8C 13 13 13 13 80 80 80 80 03 03 03 03 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 90 90 90 90 10 10 10 10 10 10 10 10 13 13 13 13 2B 2B 2B 2B C2 C2 C2 C2 00 00 00 00 13 13 13 13 13 13 13 13 03 03 03 03 0C 0C 0C 0C 0C 0C 0C 0C 10 10 10 10 1C 1C 1C 1C 20 20 20 20 50 50 50 50 00 00 00 00 80 80 80 80 02 02 02 02 80 80 80 80 00 00 00 00 80 80 80 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 11 11 11 A1 A1 A1 A1 80 80 80 80 81 81 81 81 00 00 00 00 80 80 80 80 00 00 00 00 00 00 00 00 12 12 12 12 00 00 00 00 06 06 06 06 00 00 00 00 02 02 02 02 00 00 00 00 00 00 00 00 14 14 14 14 10 10 10 10 10 10 10 10 9A 9A 9A 9A 9E 9E 9E 9E 12 12 12 12 0A 0A 0A 0A 00 00 00 00 C0 C0 C0 C0 90 90 90 90 94 94 94 94 85 85 85 85 94 94 94 94 84 84 84 84 84 84 84 84 87 87 87 87 80 80 80 80 80 80 80 80 80 80 80 80 84 84 84 84 84 84 84 84 80 80 80 80 84 84 84 84 80 80 80 80 A0 A0 A0 A0 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 08 08 08 08 80 80 80 80 13 13 13 13 10 10 10 10 03 03 03 03 18 18 18 18 03 03 03 03 00 00 00 00 00 00 00 00 0C 0C 0C 0C 00 00 00 00 00 00 00 00 03 03 03 03 43 43 4D 56
1,HS,98,0:04.916.450,33 ns,1 B,,11,02,   NYET packet,96
0,HS,99,0:04.916.497,1.625.266 ms,,,,,[14 SOF],
0,HS,100,0:04.916.459,1.770.633 ms,512 B,,11,02,OUT txn (NYET)   [77 POLL],43 43 03 03 03 03 8B 8B 8B 8B 08 08 08 08 88 88 88 88 08 08 08 08 88 88 88 88 08 08 08 08 00 00 00 00 00 00 00 00 00 00 00 00 08 08 08 08 88 88 88 88 80 80 80 80 88 88 88 88 00 00 00 00 80 80 80 80 00 00 00 00 00 00 00 00 12 12 12 12 22 22 22 22 0C 0C 0C 0C 00 00 00 00 01 01 01 01 02 02 02 02 02 02 02 02 06 06 06 06 12 12 12 12 02 02 02 02 8A 8A 8A 8A 86 86 86 86 02 02 02 02 82 82 82 82 02 02 02 02 52 52 52 52 12 12 12 12 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 0E 0E 0E 0E 0C 0C 0C 0C 00 00 00 00 10 10 10 10 10 10 10 10 0C 0C 0C 0C 1C 1C 1C 1C 00 00 00 00 0C 0C 0C 0C 02 02 02 02 00 00 00 00 00 00 00 00 00 00 00 00 10 10 10 10 00 00 00 00 04 04 04 04 00 00 00 00 31 31 31 31 21 21 21 21 00 00 00 00 25 25 25 25 02 02 02 02 00 00 00 00 80 80 80 80 8C 8C 8C 8C 12 12 12 12 80 80 80 80 42 42 42 42 40 40 40 40 02 02 02 02 44 44 44 44 04 04 04 04 14 14 14 14 14 14 14 14 14 14 14 14 16 16 16 16 12 12 12 12 12 12 12 12 02 02 02 02 04 04 04 04 04 04 04 04 10 10 10 10 14 14 14 14 20 20 20 20 10 10 10 10 00 00 00 00 00 00 00 00 22 22 22 22 00 00 00 00 0C 0C 0C 0C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 24 24 24 24 20 20 20 20 00 00 00 00 88 88 88 88 84 84 84 84 02 02 02 02 A0 A0 A0 A0 60 60 60 60 40 40 40 40 32 32 32 32 7C 7C 7C 7C 0E 0E 0E 0E 1C 1C 1C 1C 0E 0E 0E 0E 0C 0C 0C 0C 0C 0C 0C 0C 20 20 20 20 20 20 20 20 20 20 20 20 0E 0E 0E 0E 2E 2E 2E 2E 22 22 22 22 2E 2E 2E 2E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 80 80 80 80 03 03 03 03 00 00 00 00 00 00 00 00 00 00
1,HS,101,0:04.916.459,1.735.833 ms,,,11,02,   [77 PING-NAK],
1,HS,102,0:04.918.217,433 ns,,,11,02,   PING-ACK,
2,HS,103,0:04.918.217,66 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,104,0:04.918.217,33 ns,1 B,,11,02,      ACK packet,D2
1,HS,105,0:04.918.220,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,106,0:04.918.221,8.600 us,515 B,,11,02,   DATA0 packet,C3 43 43 03 03 03 03 8B 8B 8B 8B 08 08 08 08 88 88 88 88 08 08 08 08 88 88 88 88 08 08 08 08 00 00 00 00 00 00 00 00 00 00 00 00 08 08 08 08 88 88 88 88 80 80 80 80 88 88 88 88 00 00 00 00 80 80 80 80 00 00 00 00 00 00 00 00 12 12 12 12 22 22 22 22 0C 0C 0C 0C 00 00 00 00 01 01 01 01 02 02 02 02 02 02 02 02 06 06 06 06 12 12 12 12 02 02 02 02 8A 8A 8A 8A 86 86 86 86 02 02 02 02 82 82 82 82 02 02 02 02 52 52 52 52 12 12 12 12 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 1E 0E 0E 0E 0E 0C 0C 0C 0C 00 00 00 00 10 10 10 10 10 10 10 10 0C 0C 0C 0C 1C 1C 1C 1C 00 00 00 00 0C 0C 0C 0C 02 02 02 02 00 00 00 00 00 00 00 00 00 00 00 00 10 10 10 10 00 00 00 00 04 04 04 04 00 00 00 00 31 31 31 31 21 21 21 21 00 00 00 00 25 25 25 25 02 02 02 02 00 00 00 00 80 80 80 80 8C 8C 8C 8C 12 12 12 12 80 80 80 80 42 42 42 42 40 40 40 40 02 02 02 02 44 44 44 44 04 04 04 04 14 14 14 14 14 14 14 14 14 14 14 14 16 16 16 16 12 12 12 12 12 12 12 12 02 02 02 02 04 04 04 04 04 04 04 04 10 10 10 10 14 14 14 14 20 20 20 20 10 10 10 10 00 00 00 00 00 00 00 00 22 22 22 22 00 00 00 00 0C 0C 0C 0C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 24 24 24 24 20 20 20 20 00 00 00 00 88 88 88 88 84 84 84 84 02 02 02 02 A0 A0 A0 A0 60 60 60 60 40 40 40 40 32 32 32 32 7C 7C 7C 7C 0E 0E 0E 0E 1C 1C 1C 1C 0E 0E 0E 0E 0C 0C 0C 0C 0C 0C 0C 0C 20 20 20 20 20 20 20 20 20 20 20 20 0E 0E 0E 0E 2E 2E 2E 2E 22 22 22 22 2E 2E 2E 2E 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 80 80 80 80 03 03 03 03 00 00 00 00 00 00 00 00 00 00 6B 16
1,HS,107,0:04.918.230,33 ns,1 B,,11,02,   NYET packet,96
0,HS,108,0:04.918.247,1.750.266 ms,,,,,[15 SOF],
0,HS,109,0:04.918.251,1.756.233 ms,512 B,,11,02,OUT txn (NYET)   [73 POLL],00 00 00 00 00 00 00 00 00 00 79 79 79 79 BF BF BF BF 00 00 00 00 0C 0C 0C 0C 0C 0C 0C 0C 30 30 30 30 2C 2C 2C 2C 00 00 00 00 60 60 60 60 03 03 03 03 80 80 80 80 00 00 00 00 80 80 80 80 13 13 13 13 80 80 80 80 03 03 03 03 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 90 90 90 90 90 90 90 90 90 90 90 90 13 13 13 13 93 93 93 93 13 13 13 13 03 03 03 03 00 00 00 00 00 00 00 00 10 10 10 10 10 10 10 10 00 00 00 00 10 10 10 10 00 00 00 00 00 00 00 00 23 23 23 23 00 00 00 00 8C 8C 8C 8C 8C 8C 8C 8C 10 10 10 10 8C 8C 8C 8C 00 00 00 00 40 40 40 40 30 30 30 30 00 00 00 00 00 00 00 00 00 00 00 00 03 03 03 03 00 00 00 00 20 20 20 20 00 00 00 00 13 13 13 13 00 00 00 00 23 23 23 23 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 10 10 10 10 30 30 30 30 30 30 30 30 33 33 33 33 33 33 33 33 1B 1B 1B 1B 03 03 03 03 00 00 00 00 00 00 00 00 10 10 10 10 18 18 18 18 20 20 20 20 10 10 10 10 84 84 84 84 8C 8C 8C 8C 22 22 22 22 84 84 84 84 00 00 00 00 40 40 40 40 00 00 00 00 08 08 08 08 08 08 08 08 08 08 08 08 38 38 38 38 08 08 08 08 08 08 08 08 00 00 00 00 03 03 03 03 00 00 00 00 28 28 28 28 08 08 08 08 12 12 12 12 08 08 08 08 22 22 22 22 00 00 00 00 02 02 02 02 00 00 00 00 00 00 00 00 10 10 10 10 38 38 38 38 30 30 30 30 32 32 32 32 32 32 32 32 12 12 12 12 0A 0A 0A 0A 00 00 00 00 00 00 00 00 94 94 94 94 9C 9C 9C 9C 03 03 03 03 90 90 90 90 00 00 00 00 44 44 44 44 07 07 07 07 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 04 04 04 04 34 34 34 34 24 24 24 24 0C 0C 0C 0C 0C 0C 0C 0C 07 07 07 07 2C 2C 2C 2C 24 24
1,HS,110,0:04.918.251,1.710.616 ms,,,11,02,   [73 PING-NAK],
1,HS,111,0:04.919.983,450 ns,,,11,02,   PING-ACK,
2,HS,112,0:04.919.983,83 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,113,0:04.919.983,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,114,0:04.919.997,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,115,0:04.919.998,8.616 us,515 B,,11,02,   DATA1 packet,4B 00 00 00 00 00 00 00 00 00 00 79 79 79 79 BF BF BF BF 00 00 00 00 0C 0C 0C 0C 0C 0C 0C 0C 30 30 30 30 2C 2C 2C 2C 00 00 00 00 60 60 60 60 03 03 03 03 80 80 80 80 00 00 00 00 80 80 80 80 13 13 13 13 80 80 80 80 03 03 03 03 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 90 90 90 90 90 90 90 90 90 90 90 90 13 13 13 13 93 93 93 93 13 13 13 13 03 03 03 03 00 00 00 00 00 00 00 00 10 10 10 10 10 10 10 10 00 00 00 00 10 10 10 10 00 00 00 00 00 00 00 00 23 23 23 23 00 00 00 00 8C 8C 8C 8C 8C 8C 8C 8C 10 10 10 10 8C 8C 8C 8C 00 00 00 00 40 40 40 40 30 30 30 30 00 00 00 00 00 00 00 00 00 00 00 00 03 03 03 03 00 00 00 00 20 20 20 20 00 00 00 00 13 13 13 13 00 00 00 00 23 23 23 23 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 10 10 10 10 30 30 30 30 30 30 30 30 33 33 33 33 33 33 33 33 1B 1B 1B 1B 03 03 03 03 00 00 00 00 00 00 00 00 10 10 10 10 18 18 18 18 20 20 20 20 10 10 10 10 84 84 84 84 8C 8C 8C 8C 22 22 22 22 84 84 84 84 00 00 00 00 40 40 40 40 00 00 00 00 08 08 08 08 08 08 08 08 08 08 08 08 38 38 38 38 08 08 08 08 08 08 08 08 00 00 00 00 03 03 03 03 00 00 00 00 28 28 28 28 08 08 08 08 12 12 12 12 08 08 08 08 22 22 22 22 00 00 00 00 02 02 02 02 00 00 00 00 00 00 00 00 10 10 10 10 38 38 38 38 30 30 30 30 32 32 32 32 32 32 32 32 12 12 12 12 0A 0A 0A 0A 00 00 00 00 00 00 00 00 94 94 94 94 9C 9C 9C 9C 03 03 03 03 90 90 90 90 00 00 00 00 44 44 44 44 07 07 07 07 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 0C 04 04 04 04 34 34 34 34 24 24 24 24 0C 0C 0C 0C 0C 0C 0C 0C 07 07 07 07 2C 2C 2C 2C 24 24 6B 38
1,HS,116,0:04.920.007,50 ns,1 B,,11,02,   NYET packet,96
0,HS,117,0:04.920.122,1.625.250 ms,,,,,[14 SOF],
0,HS,118,0:04.920.145,1.615.733 ms,512 B,,11,02,OUT txn (NYET)   [69 POLL],24 24 24 24 24 24 33 33 33 33 20 20 20 20 23 23 23 23 20 20 20 20 2B 2B 2B 2B 20 20 20 20 20 20 20 20 30 30 30 30 30 30 30 30 30 30 30 30 33 33 33 33 33 33 33 33 BF BF BF BF A7 A7 A7 A7 00 00 00 00 80 80 80 80 50 50 50 50 54 54 54 54 24 24 24 24 5C 5C 5C 5C 0C 0C 0C 0C 0C 0C 0C 0C 0F 0F 0F 0F 0C 0C 0C 0C 0C 0C 0C 0C 04 04 04 04 04 04 04 04 04 04 04 04 0C 0C 0C 0C 0C 0C 0C 0C 24 24 24 24 2C 2C 2C 2C 04 04 04 04 04 04 04 04 03 03 03 03 20 20 20 20 20 20 20 20 20 20 20 20 3B 3B 3B 3B 30 30 30 30 23 23 23 23 30 30 30 30 23 23 23 23 28 28 28 28 20 20 20 20 20 20 20 20 A4 A4 A4 A4 AC AC AC AC 23 23 23 23 A3 A3 A3 A3 63 63 63 63 67 67 67 67 04 04 04 04 4C 4C 4C 4C 0C 0C 0C 0C 0C 0C 0C 0C 0E 0E 0E 0E 0C 0C 0C 0C 0C 0C 0C 0C 04 04 04 04 07 07 07 07 04 04 04 04 0C 0C 0C 0C 0C 0C 0C 0C 04 04 04 04 0C 0C 0C 0C 04 04 04 04 05 05 05 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 00 00 00 00 53 53 53 53 10 10 10 10 03 03 03 03 10 10 10 10 8F 8F 8F 8F 8C 8C 8C 8C 00 00 00 00 75 75 75 75 A7 A7 A7 A7 00 00 00 00 84 84 84 84 40 40 40 40 08 08 08 08 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 48 48 48 48 08 08 08 08 08 08 08 08 08 08 08 08 48 48 48 48 08 08 08 08 08 08 08 08 08 08 08 08 0A 0A 0A 0A 08 08 08 08 48 48 48 48 48 48 48 48 40 40 40 40 40 40 40 40 00 00 00 00 00 00 00 00 0D 0D 0D 0D 01 01 01 01 00 00 00 00 01 01 01 01 02 02 02 02 04 04 04 04 00 00 00 00 00 00 00 00 9A 9A 9A 9A 94 94 94 94 02 02 02 02 90 90 90 90 42 42 42 42 40 40 40 40 00 00 00 00 4C 4C 4C 4C 0C 0C 0C 0C 0C 0C
1,HS,119,0:04.920.145,1.581.900 ms,,,11,02,   [69 PING-NAK],
1,HS,120,0:04.921.749,450 ns,,,11,02,   PING-ACK,
2,HS,121,0:04.921.749,66 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,122,0:04.921.749,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,123,0:04.921.752,83 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,124,0:04.921.752,8.616 us,515 B,,11,02,   DATA0 packet,C3 24 24 24 24 24 24 33 33 33 33 20 20 20 20 23 23 23 23 20 20 20 20 2B 2B 2B 2B 20 20 20 20 20 20 20 20 30 30 30 30 30 30 30 30 30 30 30 30 33 33 33 33 33 33 33 33 BF BF BF BF A7 A7 A7 A7 00 00 00 00 80 80 80 80 50 50 50 50 54 54 54 54 24 24 24 24 5C 5C 5C 5C 0C 0C 0C 0C 0C 0C 0C 0C 0F 0F 0F 0F 0C 0C 0C 0C 0C 0C 0C 0C 04 04 04 04 04 04 04 04 04 04 04 04 0C 0C 0C 0C 0C 0C 0C 0C 24 24 24 24 2C 2C 2C 2C 04 04 04 04 04 04 04 04 03 03 03 03 20 20 20 20 20 20 20 20 20 20 20 20 3B 3B 3B 3B 30 30 30 30 23 23 23 23 30 30 30 30 23 23 23 23 28 28 28 28 20 20 20 20 20 20 20 20 A4 A4 A4 A4 AC AC AC AC 23 23 23 23 A3 A3 A3 A3 63 63 63 63 67 67 67 67 04 04 04 04 4C 4C 4C 4C 0C 0C 0C 0C 0C 0C 0C 0C 0E 0E 0E 0E 0C 0C 0C 0C 0C 0C 0C 0C 04 04 04 04 07 07 07 07 04 04 04 04 0C 0C 0C 0C 0C 0C 0C 0C 04 04 04 04 0C 0C 0C 0C 04 04 04 04 05 05 05 05 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 03 03 03 03 00 00 00 00 00 00 00 00 00 00 00 00 53 53 53 53 10 10 10 10 03 03 03 03 10 10 10 10 8F 8F 8F 8F 8C 8C 8C 8C 00 00 00 00 75 75 75 75 A7 A7 A7 A7 00 00 00 00 84 84 84 84 40 40 40 40 08 08 08 08 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 0B 48 48 48 48 08 08 08 08 08 08 08 08 08 08 08 08 48 48 48 48 08 08 08 08 08 08 08 08 08 08 08 08 0A 0A 0A 0A 08 08 08 08 48 48 48 48 48 48 48 48 40 40 40 40 40 40 40 40 00 00 00 00 00 00 00 00 0D 0D 0D 0D 01 01 01 01 00 00 00 00 01 01 01 01 02 02 02 02 04 04 04 04 00 00 00 00 00 00 00 00 9A 9A 9A 9A 94 94 94 94 02 02 02 02 90 90 90 90 42 42 42 42 40 40 40 40 00 00 00 00 4C 4C 4C 4C 0C 0C 0C 0C 0C 0C 80 76
1,HS,125,0:04.921.761,50 ns,1 B,,11,02,   NYET packet,96
0,HS,126,0:04.921.872,1.625.250 ms,,,,,[14 SOF],
0,HS,127,0:04.921.771,1.760.750 ms,512 B,,11,02,OUT txn (NYET)   [76 POLL],0C 0C 0E 0E 0E 0E 0E 0E 0E 0E 0E 0E 0E 0E 02 02 02 02 00 00 00 00 00 00 00 00 0C 0C 0C 0C 0C 0C 0C 0C 02 02 02 02 0C 0C 0C 0C 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 0C 0C 0C 0C 00 00 00 00 00 00 00 00 00 00 00 00 13 13 13 13 0B 0B 0B 0B 00 00 00 00 03 03 03 03 84 84 84 84 88 88 88 88 00 00 00 00 80 80 80 80 50 50 50 50 40 40 40 40 00 00 00 00 0C 0C 0C 0C 0C 0C 0C 0C 4C 4C 4C 4C 4C 4C 4C 4C 5C 5C 5C 5C 5C 5C 5C 5C 50 50 50 50 50 50 50 50 50 50 50 50 5C 5C 5C 5C 4C 4C 4C 4C 40 40 40 40 4C 4C 4C 4C 50 50 50 50 50 50 50 50 40 40 40 40 50 50 50 50 40 40 40 40 40 40 40 40 0A 0A 0A 0A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 08 08 08 08 00 00 00 00 00 00 00 00 84 84 84 84 8C 8C 8C 8C 00 00 00 00 84 84 84 84 03 03 03 03 00 00 00 00 00 00 00 00 08 08 08 08 5A 5A 5A 5A 58 58 58 58 0A 0A 0A 0A 08 08 08 08 0A 0A 0A 0A 00 00 00 00 00 00 00 00 00 00 00 00 08 08 08 08 08 08 08 08 02 02 02 02 0A 0A 0A 0A 02 02 02 02 02 02 02 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
1,HS,128,0:04.921.771,1.727.650 ms,,,11,02,   [76 PING-NAK],
1,HS,129,0:04.923.519,433 ns,,,11,02,   PING-ACK,
2,HS,130,0:04.923.519,66 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,131,0:04.923.519,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,132,0:04.923.522,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
